Latitude,Longitude,duration,Rainfall,Elevation,Slope,occured,rainfall_elevation,terrain_risk,rain_slope
52.6717,-0.2995,0.0,1383.125626056873,11.0,1.788206934928894,1,4.764397689806029,0.184507566218881,3.6615060551894447
35.6897,139.692,0.0,1383.125626056873,49.0,24.356508255004883,1,3.3898840438818927,0.184507566218881,6.2243060388662155
39.905,116.391,0.0,580.345856025815,55.0,8.374380111694336,1,2.5147339319729447,0.08159833035289885,4.311432893039904
23.1288,113.259,0.0,2993.401776999235,7.0,12.917221069335938,1,5.930055051127666,0.36362135118704964,6.361622745865244
39.1467,117.206,0.0,1383.125626056873,3.0,1.5130925178527832,1,5.851574140209987,0.184507566218881,3.5037482739701593
-38.1225469,145.1965072,0.0,1383.125626056873,60.0,0.9274099469184875,1,3.205757781989071,0.184507566218881,3.051527075650775
39.4735045,-85.9228997,0.0,1383.125626056873,227.0,2.209028959274292,1,2.0876999054737926,0.184507566218881,3.8630080730738827
50.7806267,5.4639172,0.0,1383.125626056873,108.0,1.4665502309799194,1,2.6871142949326963,0.184507566218881,3.474413244046325
35.9333,0.0903,0.0,1383.125626056873,111.0,3.554819345474243,1,2.6637036656600697,0.184507566218881,4.32272744243659
18.8753058,78.0356526,0.0,1383.125626056873,330.0,0.0,1,1.8210961220476993,0.184507566218881,0.6931471805599453
50.8472207,4.3815176,0.0,1383.125626056873,60.0,4.770338535308838,1,3.205757781989071,0.184507566218881,4.610058158024654
44.0181,1.3558,0.0,1383.125626056873,108.0,6.679843425750732,1,2.6871142949326963,0.184507566218881,4.941029848847766
39.905,116.391,60.0,580.345856025815,55.0,8.374380111694336,1,2.5147339319729447,0.08159833035289885,4.311432893039904
17.9714,-76.7931,0.0,1383.125626056873,13.0,3.065780639648437,1,4.613085651624338,0.184507566218881,4.178948012644149
30.4019,-91.002,0.0,1383.125626056873,17.0,2.1431427001953125,1,4.367424446745397,0.184507566218881,3.834018997916829
39.905,116.391,0.0,580.345856025815,55.0,8.374380111694336,1,2.5147339319729447,0.08159833035289885,4.311432893039904
40.9699889,-77.7278831,0.0,1076.623199507594,228.0,2.4552531242370605,1,1.9023181537002305,0.146455904442452,3.7246944962476007
40.5425,-80.0926,0.0,1383.125626056873,362.0,6.352072238922119,1,1.7596259110861192,0.184507566218881,4.891453729577816
35.9999972,75.0000023,0.0,1383.125626056873,4674.0,37.86442947387695,1,0.8311056493447496,0.184507566218881,6.664104875606517
-39.0221668,177.8592747,0.0,1383.125626056873,16.0,2.3862850666046143,1,4.423172548061019,0.184507566218881,3.9370674398040255
10.9113667,124.4778374,0.0,1383.125626056873,244.0,10.096575736999512,1,2.034105561757375,0.184507566218881,5.34928257325344
38.687717,16.5500442,0.0,1383.125626056873,8.0,4.011889934539795,1,5.0478066338293655,0.184507566218881,4.440658826472282
-23.937744,31.027876,0.0,1383.125626056873,413.0,2.9591095447540283,1,1.675391024077838,0.184507566218881,4.144637698996844
29.692329,-91.442465,0.0,1383.125626056873,6.0,0.9274099469184875,1,5.296262131754055,0.184507566218881,3.051527075650775
41.3950237,2.1709596,0.0,1383.125626056873,43.0,6.158060073852539,1,3.5095934848428176,0.184507566218881,4.860907568425766
36.2736646,-86.8955558,0.0,1383.125626056873,205.0,14.828407287597656,1,2.1649541163450565,0.184507566218881,5.730593887501732
35.6897,139.692,0.0,1383.125626056873,49.0,24.356508255004883,1,3.3898840438818927,0.184507566218881,6.2243060388662155
14.554964,121.157172,0.0,1383.125626056873,83.0,11.491002082824709,1,2.9159193578661022,0.184507566218881,5.477496681219239
39.93,32.85,0.0,1383.125626056873,851.0,0.0,1,1.2874091920365476,0.184507566218881,0.6931471805599453
38.9047,-77.0163,0.0,908.9457597583532,19.0,8.371980667114258,1,3.859619368267991,0.12500962120285125,4.75006611638013
39.905,116.391,0.0,580.345856025815,55.0,8.374380111694336,1,2.5147339319729447,0.08159833035289885,4.311432893039904
39.93,32.85,0.0,1383.125626056873,851.0,0.0,1,1.2874091920365476,0.184507566218881,0.6931471805599453
-15.7744,-48.0773,0.0,1383.125626056873,1240.0,2.138115882873535,1,1.1360766787962873,0.184507566218881,3.831772373498083
-33.0153,27.9116,0.0,865.2348928153515,48.0,3.3145906925201416,1,2.978477001717346,0.11934250438203628,3.8024312965770055
39.905,116.391,0.0,580.345856025815,55.0,8.374380111694336,1,2.5147339319729447,0.08159833035289885,4.311432893039904
33.6989,73.0369,0.0,1301.5081146731973,546.0,3.818778514862061,1,1.4769018413607877,0.17451552113271182,4.333246500951999
19.0981694,72.847672,0.0,1383.125626056873,13.0,1.9622626304626465,1,4.613085651624338,0.184507566218881,3.7498222839351367
23.76822,112.80027,0.0,2674.84784219414,297.0,28.87761116027832,1,2.395711022737367,0.3306421906864953,7.051883943694697
49.8844,-97.1464,0.0,1383.125626056873,246.0,4.689440727233887,1,2.028108626891423,0.184507566218881,4.593297491171838
